InkedMind_InkedFingers	16992453;11592432;16523912;15130262;16854286;15995465;17286593;12634773;15872067;17482958;17913584;13735815;16929960;14486631;15952844;16595363;18074675;14112594;17986175;15186398;15038564;15065981;16893849;17145332;15897549;15578055;4554246;18115937;13886259;15732231;16065365;18739093;15545421;11734389;15673719;15185423;16073411;18291839;16287020;11877663;15785469;16193540;16115951;15992123;16685083;16975656;17280611;16116290;16576583;15430101
LadyLorairiesTheAssassin	5489327;3841261;5464376;8091886;5188154;6314905;4724297;777173;8334460;4187415;12966087;1043794;6028375;3265895;9606773;6840778;5813623;4984747;3127124;7071532;1824385;314168;5791156;8631502;2130477;5971312;6913009;2295017;5855923;2619716;6563293;3254972;6086413;6549109;6408202;5496287;5421863;5641282;6425053;3988828;5212490;4307727;7188698;6224899;6845182;7924915;8812936;1042467;3245423;5367665
DalekQueen7	6256720;5113310;5093456;3857530;4497936;3892789;4244211;3935185;3974947;4158951;4572492;4056835;4955233;4644702;3872620;4056706;3792481;4252344;8141192;10213718;7254094;4803449;5056588;6828880;4003888;5725873;7936447;4256067;6322309;4119985;6870751;3915508;4349531;12175863;4385534;7282129;6670525;6632965;6612703;4519992;5823346;5345615;14114553;3837355;5769787;4059655;4262046;4270086;4445000;4660350
SmanthaNightwolf1324	5489327;12966087;8631502;6314905;8091886;3841261;7188698;7838281;5464376;9606773;11124243;5855923;6913009;8334460;6224899;4724297;5188154;4187415;7071532;6840778;6028375;4984747;5159573;3782125;8812936;7924915;3265895;9108418;5496287;777173;3254972;11651820;2295017;17709152;9357737;7433742;5511617;7230829;7511366;13373289;1042467;4307727;5457311;5089157;314168;4356632;8540818;6016807;5971312;2130477
Angst_BuriTTo	2641775;589332;13414524;10659162;6030703;4806749;10445910;5373887;7833949;6652381;11341023;6463471;1892094;9527897;13554312;13928682;12059790;12823671;14826038;1744628;8685790;10588482;11288223;4470506;8435119;9436565;2664137;6912172;6829822;11522949;1752638;2617406;8615512;5373050;8546104;2081859;13640571;9656900;11134029;6763096;10581201;2138808;17099468;16280078;14772824;1144642;7550383;8346277;6015883;7262050
wyndsung	5964175;16771753;4221948;19240411;109628;16876644;14852309;3817609;1852120;2156475;5464376;13594284;16967127;14062380;4364696;3841261;13836897;12383565;8091886;10231409;16432361;16624619;16634945;5496287;551094;16335944;272086;5487035;13442571;13522539;12778365;434332;12966087;16766233;750377;7188698;10431150;17458694;391599;2903630;3254972;15357168;6840778;2097654;18388571;13165461;411599;4831541;1043794;13567785
TiredEntity	5363684;5183057;2765168;4624467;5150753;5168867;5807488;15345015;942576;2188188;12039147;7423174;11513319;5143628;16610933;9277346;3602877;698460;13279728;1037081;10557176;809878;1948845;1074060;5296850;13361469;13179924;524070;544088;10920276;16377041;7833925;13997580;6066694;14744303;2573942;18564727;9553670;8009914;2509364;14358165;2492243;7725712;5608504;13176033;12841461;8676523;1297639;8323411;10293020
GeneralLeia	393688;2368874;109628;411599;3254972;9357737;7110997;530162;3782125;662044;1436734;2306576;11478408;5598010;551094;5159573;5761291;8717908;285840;3355412;6314905;3841261;396808;426854;1876641;5464376;689528;13841301;4831541;401626;302348;828942;288703;413306;255831;8091886;484685;750377;11241852;373181;431715;314524;5451815;3817609;11046240;539536;361084;1101999;268811;380087
Dardrian_Breynt	462561;1699244;562078;1053487;1892094;1112438;870860;545242;3456710;520775;3817609;532379;1253587;437794;1704596;784688;289452;414889;427806;540142;6579205;520752;389598;732536;4128856;1752638;580804;525371;930057;401961;370346;5413301;443962;417286;1560467;381185;391599;3713422;1797448;790633;494224;467543;547763;1497430;455979;399938;5024848;2202087;551094;417073
xlyracharlottex	2662769;3709507;3543680;3696803;4574838;4015399;4096030;4245780;4105504;1692041;5025871;3451598;3447959;4130077;1715504;2132889;3874786;6407713;3160361;6652609;6430348;2015277;6216604;3267716;1835587;2589200;2264937;4158639;1684328;6504685;1933428;6011794;5289413;5301980;3453593;2106027;3397985;3432155;6169696;5235068;3459584;537268;2150154;1849108;5322107;6343612;2214561;2057796;6434347;5226905
the_anonymous_one	7904347;8837731;8346277;13414524;9656900;9436565;12756408;8560012;8900623;8615512;7562716;5373887;6652381;10804767;14826038;10445910;7358929;8880646;12059790;7756915;3921295;9527897;13554312;11341023;4470506;11114742;8446840;7657249;6912172;2756942;6772495;14425353;4086358;16280078;5953900;8685790;15572856;8140609;589332;7608292;11323359;13640571;3570218;7626166;1892094;11288223;5279723;3297599;13713840;2500736
radiho	8091886;9096289;5721355;13841301;11877663;9357737;3245423;7188698;8975281;5464376;5511617;6314905;7004545;6028375;6239431;9215804;12469456;5489327;3354455;6840778;5964175;4187415;12966087;4788464;4356632;4527333;6741052;5598010;5701948;5159573;11085837;8631502;4724297;9210737;17817479;6021727;11124243;10538082;8246320;3782125;6425053;8334460;5855923;11046240;7838281;8738446;10913913;7050583;16771753;18388571
maudlinsarcasma	4574838;9303032;6407713;5238410;4096030;1975305;5144936;6434347;5021827;4366331;7230385;2264937;1696946;3543680;3855538;764416;4245780;5754022;11422344;533227;6292690;4846088;317878;7200314;4196274;10144034;2785958;670993;6712870;4015399;3696803;6003271;6061309;2150154;2393156;2026827;1431217;11533779;2538674;2790410;1802551;7624258;7031278;3447959;2057796;2214561;1239979;9616631;6321178;1190823
razz	777173;389598;411599;2368874;750377;828942;6314905;7188698;396808;6028375;3532880;8091886;381185;6239431;285840;5598010;4356632;109628;3817609;539219;4527333;540142;5464376;7004545;1113925;5855923;3254972;369757;662044;536146;1852120;5721355;613489;5204642;562078;551094;304632;391599;3354455;426854;5159573;8975281;5613874;12912708;632488;3841261;314168;2903630;824001;3245423
LeGC	606692;12912708;5712631;5093456;10608267;9570653;13808895;10920276;6468889;3925072;5366507;10572177;423051;5113310;8106163;6256720;12039147;11985126;411599;391599;808037;366745;3915508;2508068;413357;1167543;11046240;3806449;8478598;1609838;4799096;436193;14588067;1867683;10799406;659152;539219;11322111;3709507;2140491;1668659;4955233;3887044;829851;3782125;13307511;381185;4244211;11691279;10426284
Enailuj	419550;12837867;790194;15814020;465339;13561515;14606424;4275582;5573521;761571;10920276;7505179;12811470;12957381;1034803;4076551;12867669;2095959;5032462;1077263;14347620;14689596;14354049;213786;1025611;2838779;346392;446571;3364859;430879;974164;5107094;4321158;447418;1970511;961659;13546542;1842742;1064979;6569704;5410643;15267873;13054515;14441415;15127265;3194765;953430;470291;547837;860748
74days	1889694;1497430;1668068;1671773;1533116;422076;1744628;922826;2617208;1892094;1440232;1133398;1759227;845273;2106210;1533986;1656575;1557569;2505551;2138808;3341162;1800088;1432078;2495786;2079267;2114214;2010777;2192661;437007;1591178;2732783;1727840;661371;3551444;1704596;1581134;784688;2694713;2040726;2500892;1680566;1717166;1933773;1759139;2500736;2518694;667942;4433063;1649525;1721768
HanaXans	3551444;4433063;2495786;2500736;4208274;4086358;5483942;2505551;3341162;3570218;3186191;2796749;1889694;2106210;2010777;2533973;4512384;3913249;1892094;4357538;1557569;1668068;3198119;2702966;3600837;1497430;3523880;3609741;1440232;3946081;2718296;3434786;3723433;1144642;5146940;2756942;3297599;3921295;2529287;1704596;3514748;2575442;2114214;2695790;2538716;4285197;3331688;5279723;5132753;3970966
SvG325	5227217;4433063;5417660;3532880;4478759;4831541;1752638;3456710;5329409;1609838;381185;389598;2763539;2508068;5712631;391599;401961;6893377;1704596;411599;520775;4806749;5413301;777173;3817609;540142;536146;1053487;3723433;461340;6912172;828942;525371;551094;12912708;1679630;3771769;589332;4128856;784688;4799096;5275091;5339822;6015883;1892094;289452;1167543;2130477;790633;5259485
Rokeon	364902;870860;637359;391599;401961;461340;289452;370346;1704596;520752;6579205;1012337;750377;1699244;317878;562078;536146;1028486;437794;732536;381185;520775;417073;414165;668769;2477432;312527;389598;469616;580634;326504;545242;1040826;427806;399938;477666;443962;450830;431347;525371;433823;632488;414889;5413301;1112438;462561;2680787;409520;404165;493113
squire_of_song	7833925;357714;8044639;9553670;476291;14352744;15201332;346736;13094598;5296850;5807488;13026732;12802656;14871353;420398;424771;518534;19310518;887344;14812304;435799;4624467;3120878;373529;17143313;13061922;5647564;2556953;13473198;3260612;3602877;12923163;9911309;2210448;2188941;8145365;814213;2697560;13026867;12735828;7881400;1707608;12863154;16339934;1071889;15862905;454490;21075419;11198580;657922
lilycxavier	1074060;476291;5150753;887344;3120878;942576;5168867;3260612;1038355;7833925;5183057;1398931;3340733;5143163;1037081;5296850;5363684;1470139;420398;2193336;4624467;2509364;663795;2188188;1297639;5807488;2765168;4227792;1017410;1690757;10920276;357714;983315;7362055;2774573;424771;809878;2697560;603307;8044639;2188941;2766566;524070;3440345;516232;4142739;9553670;2648906;997824;6066694
IrishBrkfstT	4478759;1704596;5259485;6579205;1759139;1889694;317878;1892094;3130037;1581335;3456710;1752638;4319715;3520175;1599293;1533986;1744628;4433063;4064119;732536;3978688;2680787;1028486;1762843;461340;1591619;533227;5339822;364902;1497430;6912172;6907378;1717166;2026827;2890913;5628790;520752;1699244;1053487;870860;562901;4806749;1018959;589332;1552562;1609838;3771769;4361948;1430413;2568470
alialialialiali	11507619;12039147;5089157;9588281;10812858;7956352;9357737;11196849;12098352;9718154;10985403;13336833;13390167;10389387;11687061;9653276;11691279;9374474;13102035;11386323;4957009;7433742;7230829;11241852;11824818;11478408;9570653;11078946;10652391;10572177;5489327;7684219;11657490;17321357;15684198;17545268;11322111;11046240;14778371;13403592;3782125;15835374;11623083;5381486;12097137;15679923;10797096;16465643;15492474;13348200
thathappyone207	7004545;7188698;3782125;5489327;8091886;6845182;11079528;9606773;3254972;8334460;6028375;7230829;8631502;6314905;12966087;8106163;5855923;4724297;4984747;6840778;6224899;11009652;8975281;4356632;5464376;3841261;5511617;7838281;11657490;9357737;11068743;5721355;7956352;10256714;11046240;5159573;5813623;10431150;11074404;11943465;9588281;9653276;11124243;6335284;3354455;6842383;4620063;11076240;9096289;11848317
Seablossom5	16771753;16043465;19077304;14764490;530162;17846375;12608008;14283357;21317443;3254972;5761291;411599;3128093;15934673;13539849;8717908;18960775;14408049;16103504;16634945;7110997;5964175;15150539;21004430;17344631;3782125;11905683;662044;14749085;16736478;15027899;5204642;13165461;16555685;15878700;18842962;12089076;8014291;15393336;4221948;14795750;109628;16876644;5159573;17946077;14813219;560642;19036411;18601483;16766233
alrqqq	381185;401961;808037;3782125;1425172;3935185;4056706;3892789;391599;450613;436193;648087;539219;545242;6256720;659152;4056835;462561;958225;5093456;413384;389598;652230;501106;399938;4232937;1030225;525371;571547;4955233;608473;1609838;5113310;4361411;633276;491817;1304998;433823;632488;289452;4152591;450830;1167543;3857530;750377;953538;5489327;520775;532379;536146
moljn	949597;1452739;581229;562078;1718672;1096884;934375;848364;494224;938527;730488;617000;2259831;1155554;2743259;2428184;1082282;749512;1697147;2505758;1023980;437794;1074395;1084437;2821871;2367281;1244602;625925;563671;1122678;286050;1178580;937368;2185590;855337;1117112;363949;859545;1555067;547763;749958;1999818;870860;1117527;385432;2684276;938564;645882;1270534;2048325
jlc_2007	15673719;15872067;11592432;18550441;15578055;11734389;14858997;13886259;18168692;15545421;20291734;15130262;16685083;14603874;15485148;18781330;19352809;14594346;17482958;18737161;14742719;17986175;15065981;18842041;12634773;19100212;20043109;12556424;17749199;14371257;18879205;15104549;17913584;15995465;15437271;14685344;16116290;18854524;14486631;11672691;18635455;12035949;16167185;11987034;16576583;19231708;15844737;16992453;20542940;13006116
HeavensHumming_Bird	5464376;13414524;4831541;4433063;6314905;6335284;5964175;8615512;6912172;6840778;5159573;777173;6028375;5855923;7188698;2500892;3841261;3782125;8631502;4788464;1752638;3532880;5489327;4221948;11053059;14772824;8091886;411599;2560157;4266441;3355412;2796749;2903630;13554312;1704596;2192661;2652689;551094;4527333;8880646;4356632;2368874;828942;369757;11905683;2619716;109628;4724297;7110997;8975281
Meshele	5144936;5021827;7230385;1975305;2150154;1588577;6407713;4574838;4366331;1005974;7662133;4196274;1999119;1012248;4015399;3696803;5289413;2214561;1190823;4245780;5754022;2393156;6434347;5372261;4846088;9303032;6321178;2828096;6003271;2790410;5647201;1589105;3711628;1848244;1835587;727113;8576572;1669649;1696946;6967204;670993;5238410;4096030;4390772;2476184;3147836;1543403;6712870;1022116;6430348
JTSkibbles	560642;2903630;530162;5204642;393688;411599;3782125;3303434;2368874;5964175;5451815;5761291;539536;8091886;540142;381185;8738446;1523327;536146;270081;3254972;12784674;7110997;1113925;5855923;1101999;5924488;109628;4831541;808037;3355412;396808;269958;662044;285840;5159573;420089;302348;525371;613489;1876641;828942;2763539;8717908;2057436;1493935;6305860;2306576;904690;369436
junosea	3723433;4433063;3870733;2138808;589332;3395759;1892094;8615512;1704596;6463471;1430413;5373887;1744628;6912172;2347790;2890913;2121336;1668068;6773122;732536;3130037;3210581;13928682;2796749;2505551;2135823;1889694;1752638;1144642;7123282;2560157;8576425;3255161;4693982;2533973;8729386;3681648;922826;7766836;5275091;2192661;4064119;1497430;1492894;1440232;2304905;5793586;2081859;5483942;1581335
BigMe	7956352;11046240;10608267;11196849;11386323;11322111;9357737;11507619;11078946;9653276;10144778;7684219;11478408;10256714;12039147;11652006;7145885;3841261;7433742;8733586;8106163;11824818;12098352;3254972;8292929;9539204;9570653;13808895;9718154;11445807;15684198;10797096;7230829;9588281;11687061;13390167;5489327;7986607;6314905;10812858;10572177;10985403;8091886;7188698;12253551;11657490;11623083;7329124;7753948;11575662
Dreamer_Lune	9570653;12039147;8106163;13279728;11241852;11478408;9908918;11046240;11322111;10812858;13841301;11691279;14588067;11196849;10608267;11078946;16994739;10572177;11687061;13466619;11536776;9108418;16531151;12428580;12098352;7684219;10985403;13808895;10652391;12860565;12597200;14538489;10920276;11722176;10797096;13148322;15675888;15679923;17709014;10633653;13153692;17545268;14778371;10567227;13102035;16465643;12226641;15684198;12964401;11985126
silenceisscreaming	18076109;13414524;8615512;13928682;17007525;16220027;15555630;4433063;2500892;2505551;16595354;2500736;18252614;4285197;6584314;14005197;8880646;11053059;6030703;3341162;17099468;17339582;15164948;2533973;13646856;12898116;1892094;13884924;4086358;5953900;7670734;2495786;18091004;2695790;8546104;16115321;2617208;3551444;16717787;12808824;8141059;20386819;17236700;2756942;3913249;17555528;16396661;1668068;2138808;14741390
Valorez	13841301;15679923;16620194;11478408;11046240;14617211;13403592;15432900;16294604;15698520;13390167;14921562;12597200;14539668;14940956;16048385;9108418;9357737;17064446;15915666;14778371;10939701;16336445;14299749;11848317;16577555;14815385;15835374;13307511;13348200;18259121;14588067;20379328;16113491;16532750;12428580;15146219;13161699;17395565;10913913;12286947;13102809;10572177;17508725;13266954;13021545;9543773;17709014;12098352;12039147
Fireboltcrazed	5021827;3711628;11422344;5754022;8776768;6434347;5144936;10144034;4245780;9303032;3543680;5235068;6407713;6321178;3696803;7662133;4366331;5289413;7200314;1975305;4196274;6712870;6003271;6757828;4846088;5625223;11303298;2150154;6652609;7215742;3855538;5647201;4096030;4470011;8712805;8576572;4709786;7031278;3447959;2026827;3202664;2393156;7213753;5249657;7427053;7230385;7843237;5372261;7703830;5829955
ofermod	1497430;3551444;1889694;2560157;2796749;1759227;845273;3186191;4433063;2500736;2500892;2695790;4208274;1679630;1704596;3395759;3435413;2505551;2495786;1557569;2796119;3341162;1668068;2121336;4111735;2673050;2617208;1568312;3637617;2518694;2082951;2145912;2106210;2702966;1744628;1144642;3913249;4064119;3609741;1671773;3523880;5483942;2079267;1533116;2347790;4285197;6015883;4032415;4651146;5516603
Grypt	2554031;745690;3927994;367831;320112;959515;432738;369803;973903;519459;5355413;962521;254095;247757;604164;345787;715268;4357790;1094829;1195794;1744232;3731440;315766;582199;832903;783425;1185912;438404;230719;5269931;2247486;739213;734852;1955373;2623829;1073283;1040808;3165995;221045;595530;432651;753062;3439379;1794892;2692067;456836;412845;1443139;2725973;950501
thetessie	18076109;16595354;19410106;15555630;13928682;16220027;18252614;20386819;13414524;13646856;19272766;16457597;17007525;14005197;18091004;17945552;13884924;8615512;16717787;17565257;17555528;19887376;6584314;17455376;17265716;16115321;19815688;10993428;17987291;16883775;21774766;18973780;14826038;11053059;17533733;16280078;17099468;16396661;17339582;16513469;18545137;17387363;20184724;20521979;15874530;6829822;19183471;16618814;20438951;17141930
Theodosia21	6579205;520752;870860;1699244;637359;364902;1053487;2477432;1012337;401961;1704596;2568470;1812103;817036;461340;391599;790633;1112438;5329409;1040826;668769;5628790;317878;5227217;6122144;6242446;427806;370346;2680787;3456710;3210581;1253587;463306;433823;414165;465630;520028;1752638;1425172;417073;536146;5413301;4178343;1552562;732536;381185;4128856;462561;532379;431347
frostfalcon	5363684;13997580;5168867;942576;16654747;5150753;18743113;1074060;16670692;18230741;2188188;10920276;13279728;809878;15809307;13361469;16610933;14744303;16748308;17575610;544088;5183057;12039147;13179924;15345015;14358165;16718881;20367991;11681775;14909433;13854522;7944364;2765168;17958281;17357705;16186934;4227792;1398931;2492243;18435287;4142739;8106163;663795;2766566;4624467;20588522;8192134;5143628;14475942;18657016
amateurfan	3551444;3570218;3341162;2500892;2796749;2505551;7874188;8428507;2500736;8576425;11531490;1668068;4433063;1679630;2718296;3509063;3186191;4086358;6030703;5516603;6015883;5953900;8729386;4651146;1889694;7766836;5483942;9651719;2538716;9527897;3913249;11522949;13414524;8546104;8346277;2673050;845273;7123282;7358929;3514748;1892094;8615512;5569438;2560157;2529287;2495786;4480916;18076109;10993428;3480719
Tylune	8106163;5721355;5511617;1609838;9570653;10572177;13841301;10920276;9357737;12597200;11985126;5366507;12912708;11478408;6468889;2508068;12039147;11196849;4799096;7433742;369757;11046240;8091886;5712631;3254972;6314905;606692;3354455;11322111;8975281;11824818;589367;4356632;11507619;411599;8210623;13808895;539219;6335284;13148322;14588067;7956352;544088;14910729;3782125;12057990;1867683;11241852;5159573;603307
MyUsualUsernameWasTaken	15742707;15291315;16523912;15186398;16311455;15885396;17593775;16073411;16660159;15732231;14776418;13343310;15540699;16193540;16620764;15764223;16278626;16863178;18040181;17606027;17680994;16326206;17735579;16742431;16893849;15392868;18363125;14844869;15030773;14114553;15921000;14615322;16975656;14512944;17157551;16287020;18739093;16242179;16801942;17923709;18118562;16116290;16368275;17568062;16595363;12634773;16065365;15397608;17868323;18132074
betroublegirl	1892094;3130037;4433063;2505551;3341162;2500736;8615512;3551444;9651719;1668068;845273;2796749;2495786;6829822;2500892;2383895;2617208;2560157;2617406;7766836;6030703;6015883;2518694;8435119;8880646;3395759;4086358;2153814;3921295;13869012;1533116;589332;4285197;3435413;3210581;1889694;3600837;5483942;5279723;3206177;3331688;18076109;5953900;1679630;2171703;3788446;1581134;4064119;661371;422076
PerplexinglyParadoxialPerson	6461164;13554312;14826038;13414524;17557562;8560012;4470506;7358929;18346889;6463471;18076109;16717787;1892094;12913407;18718996;15874530;12914874;4427987;16290176;8615512;11341023;17601029;17455376;7904347;9527897;2756942;16280078;12523428;8446840;11114742;2796749;16337351;14741390;13582341;13928682;12466712;13646856;6409654;12756408;13869012;12059790;5953900;5373887;16220027;3870733;16536185;15182012;17099468;14005197;9183568
HydrophobicPenguin	1704596;4433063;1892094;3723433;1432078;1752638;1889694;8615512;1867683;4064119;1744628;3341162;5260211;2641775;2262255;3210581;1497430;437007;1439569;2694713;1492894;799237;422076;11742120;3130037;1430413;6803107;5373887;3870733;7550383;6912172;2121336;3395759;1073725;3523880;2138808;2500736;922826;1440232;2638778;1933773;2319629;2192661;6015883;1679630;1581335;3771769;2796749;12823671;2171703
Malyndia	5363684;476291;887344;663795;4624467;10920276;5143628;5183057;5168867;357714;5807488;5150753;13997580;7833925;3120878;5296850;1037081;346736;420398;698460;1038355;6066694;424771;2765168;809878;8044639;1398931;1045554;5143163;9553670;6756136;7468473;3602877;544088;8244553;4146378;2509364;603307;9277346;16654747;2573942;942576;2766566;1017410;6987841;1074060;14358165;11513319;4527336;373529
